Cement ,Blast Furnance Slag,Fly Ash,Water,Limestone Powder,Silica Fume,Quartz Powder,Superplasticizer,Coarse Aggregate ,Fiber,Nano-Silica,Fine Aggregate,Age,Compressive Strength
796,0,0,160,0,0,0,25.2,876.66,0,4,584.44,7,108.7
792,0,0,160,0,0,0,28.8,870.48,0,8,580.32,7,109
784,0,0,160,0,0,0,36,858.12,0,16,572.08,7,109.2
776,0,0,160,0,0,0,43.2,845.82,0,24,563.88,7,106.9
720,0,0,160,0,80,0,29.6,853.74,0,0,569.16,7,104.3
716,0,0,160,0,80,0,33.6,846.96,0,4,564.64,7,105.1
712,0,0,160,0,80,0,37.6,840.18,0,8,560.12,7,106.2
704,0,0,160,0,80,0,44.8,827.88,0,16,551.92,7,107.1
696,0,0,160,0,80,0,52,815.52,0,24,543.68,7,102.2
800,0,0,160,0,0,0,21.6,882.78,0,0,588.52,14,112.4
796,0,0,160,0,0,0,25.2,876.66,0,4,584.44,14,113.1
792,0,0,160,0,0,0,28.8,870.48,0,8,580.32,14,114.3
784,0,0,160,0,0,0,36,858.12,0,16,572.08,14,115.6
776,0,0,160,0,0,0,43.2,845.82,0,24,563.88,14,111.5
720,0,0,160,0,80,0,29.6,853.74,0,0,569.16,14,116.2
716,0,0,160,0,80,0,33.6,846.96,0,4,564.64,14,118.5
712,0,0,160,0,80,0,37.6,840.18,0,8,560.12,14,123
704,0,0,160,0,80,0,44.8,827.88,0,16,551.92,14,126
696,0,0,160,0,80,0,52,815.52,0,24,543.68,14,119.2
800,0,0,160,0,0,0,21.6,882.78,0,0,588.52,28,115.4
796,0,0,160,0,0,0,25.2,876.66,0,4,584.44,28,116.8
792,0,0,160,0,0,0,28.8,870.48,0,8,580.32,28,120.9
784,0,0,160,0,0,0,36,858.12,0,16,572.08,28,123.4
776,0,0,160,0,0,0,43.2,845.82,0,24,563.88,28,119.1
720,0,0,160,0,80,0,29.6,853.74,0,0,569.16,28,120.7
716,0,0,160,0,80,0,33.6,846.96,0,4,564.64,28,125
712,0,0,160,0,80,0,37.6,840.18,0,8,560.12,28,130.1
704,0,0,160,0,80,0,44.8,827.88,0,16,551.92,28,131.8
696,0,0,160,0,80,0,52,815.52,0,24,543.68,28,127.3
800,0,0,160,0,0,0,21.6,882.78,0,0,588.52,56,119.3
796,0,0,160,0,0,0,25.2,876.66,0,4,584.44,56,120.9
792,0,0,160,0,0,0,28.8,870.48,0,8,580.32,56,123.4
784,0,0,160,0,0,0,36,858.12,0,16,572.08,56,126
776,0,0,160,0,0,0,43.2,845.82,0,24,563.88,56,122.3
720,0,0,160,0,80,0,29.6,853.74,0,0,569.16,56,124.2
716,0,0,160,0,80,0,33.6,846.96,0,4,564.64,56,128.8
712,0,0,160,0,80,0,37.6,840.18,0,8,560.12,56,134.8
704,0,0,160,0,80,0,44.8,827.88,0,16,551.92,56,137.4
696,0,0,160,0,80,0,52,815.52,0,24,543.68,56,131.8
800,0,0,160,0,0,0,21.6,882.78,0,0,588.52,90,124.1
796,0,0,160,0,0,0,25.2,876.66,0,4,584.44,90,125.7
792,0,0,160,0,0,0,28.8,870.48,0,8,580.32,90,130.6
784,0,0,160,0,0,0,36,858.12,0,16,572.08,90,133.3
776,0,0,160,0,0,0,43.2,845.82,0,24,563.88,90,129.9
720,0,0,160,0,80,0,29.6,853.74,0,0,569.16,90,130.3
716,0,0,160,0,80,0,33.6,846.96,0,4,564.64,90,132.8
712,0,0,160,0,80,0,37.6,840.18,0,8,560.12,90,137.9
704,0,0,160,0,80,0,44.8,827.88,0,16,551.92,90,141.6
696,0,0,160,0,80,0,52,815.52,0,24,543.68,90,138.3
550,0,0,192.5,0,0,0,1.1,1017,0,0,678,3,32.5
545.875,0,0,192.5,0,0,0,4.4,1011,0,4.125,674,3,35.3
541.75,0,0,192.5,0,0,0,6.6,1006.8,0,8.25,671.2,3,39.5
545.875,0,0,192.5,0,0,0,4.4,1011,0,4.125,674,3,37.1
541.75,0,0,192.5,0,0,0,6.6,1006.8,0,8.25,671.2,3,39.1
550,0,0,165,0,0,0,3.85,1057.2,0,0,704.8,3,45
545.875,0,0,165,0,0,0,6.6,1052.4,0,4.125,701.6,3,46.4
541.75,0,0,165,0,0,0,8.25,1048.8,0,8.25,699.2,3,51.6
545.875,0,0,165,0,0,0,6.6,1052.4,0,4.125,701.6,3,45.4
541.75,0,0,165,0,0,0,8.25,1048.8,0,8.25,699.2,3,42.2
550,0,0,137.5,0,0,0,6.6,1098,0,0,732,3,58.9
545.875,0,0,137.5,0,0,0,9.9,1092,0,4.125,728,3,59.8
541.75,0,0,137.5,0,0,0,12.65,1087.2,0,8.25,724.8,3,63.3
545.875,0,0,137.5,0,0,0,9.9,1092,0,4.125,728,3,56.1
541.75,0,0,137.5,0,0,0,12.65,1087.2,0,8.25,724.8,3,53.1
550,0,0,192.5,0,0,0,1.1,1017,0,0,678,7,40.9
545.875,0,0,192.5,0,0,0,4.4,1011,0,4.125,674,7,44.9
541.75,0,0,192.5,0,0,0,6.6,1006.8,0,8.25,671.2,7,51.3
545.875,0,0,192.5,0,0,0,4.4,1011,0,4.125,674,7,45.7
541.75,0,0,192.5,0,0,0,6.6,1006.8,0,8.25,671.2,7,49.3
550,0,0,165,0,0,0,3.85,1057.2,0,0,704.8,7,57.2
545.875,0,0,165,0,0,0,6.6,1052.4,0,4.125,701.6,7,59.7
541.75,0,0,165,0,0,0,8.25,1048.8,0,8.25,699.2,7,60.1
545.875,0,0,165,0,0,0,6.6,1052.4,0,4.125,701.6,7,52.5
541.75,0,0,165,0,0,0,8.25,1048.8,0,8.25,699.2,7,50.1
550,0,0,137.5,0,0,0,6.6,1098,0,0,732,7,71.6
545.875,0,0,137.5,0,0,0,9.9,1092,0,4.125,728,7,76
541.75,0,0,137.5,0,0,0,12.65,1087.2,0,8.25,724.8,7,75
545.875,0,0,137.5,0,0,0,9.9,1092,0,4.125,728,7,69
541.75,0,0,137.5,0,0,0,12.65,1087.2,0,8.25,724.8,7,67.8
545.875,0,0,192.5,0,0,0,4.4,1011,0,4.125,674,28,53.4
541.75,0,0,192.5,0,0,0,6.6,1006.8,0,8.25,671.2,28,61.8
545.875,0,0,192.5,0,0,0,4.4,1011,0,4.125,674,28,54.5
541.75,0,0,192.5,0,0,0,6.6,1006.8,0,8.25,671.2,28,61
550,0,0,165,0,0,0,3.85,1057.2,0,0,704.8,28,67.2
545.875,0,0,165,0,0,0,6.6,1052.4,0,4.125,701.6,28,64.4
541.75,0,0,165,0,0,0,8.25,1048.8,0,8.25,699.2,28,72.6
545.875,0,0,165,0,0,0,6.6,1052.4,0,4.125,701.6,28,64.2
541.75,0,0,165,0,0,0,8.25,1048.8,0,8.25,699.2,28,62.9
550,0,0,137.5,0,0,0,6.6,1098,0,0,732,28,85.5
545.875,0,0,137.5,0,0,0,9.9,1092,0,4.125,728,28,86.7
541.75,0,0,137.5,0,0,0,12.65,1087.2,0,8.25,724.8,28,85
545.875,0,0,137.5,0,0,0,9.9,1092,0,4.125,728,28,83.6
541.75,0,0,137.5,0,0,0,12.65,1087.2,0,8.25,724.8,28,84.7
545.875,0,0,192.5,0,0,0,4.4,1011,0,4.125,674,90,62
541.75,0,0,192.5,0,0,0,6.6,1006.8,0,8.25,671.2,90,65.9
545.875,0,0,192.5,0,0,0,4.4,1011,0,4.125,674,90,58.4
541.75,0,0,192.5,0,0,0,6.6,1006.8,0,8.25,671.2,90,65.3
550,0,0,165,0,0,0,3.85,1057.2,0,0,704.8,90,74.3
545.875,0,0,165,0,0,0,6.6,1052.4,0,4.125,701.6,90,75.1
541.75,0,0,165,0,0,0,8.25,1048.8,0,8.25,699.2,90,76.9
545.875,0,0,165,0,0,0,6.6,1052.4,0,4.125,701.6,90,71.9
541.75,0,0,165,0,0,0,8.25,1048.8,0,8.25,699.2,90,70.8
550,0,0,137.5,0,0,0,6.6,1098,0,0,732,90,93.8
545.875,0,0,137.5,0,0,0,9.9,1092,0,4.125,728,90,95
541.75,0,0,137.5,0,0,0,12.65,1087.2,0,8.25,724.8,90,91.2
545.875,0,0,137.5,0,0,0,9.9,1092,0,4.125,728,90,90
541.75,0,0,137.5,0,0,0,12.65,1087.2,0,8.25,724.8,90,92.6
950,0,0,230,0,200,350,53,342,234,0,228,28,140.7
931,0,0,230,0,200,350,53,342,234,19,228,28,150.6
902.5,0,0,230,0,200,350,53,342,234,47.5,228,28,148.4
950,0,0,230,0,200,350,53,414,234,0,276,28,144.7
931,0,0,230,0,200,350,53,414,234,19,276,28,155.4
902.5,0,0,230,0,200,350,53,414,234,47.5,276,28,142.4
950,0,0,230,0,200,350,53,486,234,0,324,28,144.5
902.5,0,0,230,0,200,350,53,486,234,47.5,324,28,137.2
863,0,0,177,0,216,0,32.37,553.8,0,0,369.2,7,88.9
647,216,0,177,0,216,0,32.37,553.8,0,0,369.2,7,86.7
432,216,216,177,0,216,0,32.4,553.8,0,0,369.2,7,79.2
829,0,0,177,0,216,0,32.39,553.8,0,34.5,369.2,7,91.1
852,0,0,177,0,216,0,32.36,553.8,0,10.8,369.2,7,101.9
863,0,0,177,0,216,0,32.37,553.8,156,0,369.2,7,103.7
647,216,0,177,0,216,0,32.37,553.8,156,0,369.2,7,118.1
647,0,216,177,0,216,0,32.37,553.8,156,0,369.2,7,118.7
432,216,216,177,0,216,0,32.4,553.8,156,0,369.2,7,117.6
829,0,0,177,0,216,0,32.39,553.8,156,34.5,369.2,7,118.7
852,0,0,177,0,216,0,32.36,553.8,156,10.8,369.2,7,122.6
863,0,0,177,0,216,0,32.37,553.8,0,0,369.2,28,104.1
647,216,0,177,0,216,0,32.37,553.8,0,0,369.2,28,109
647,0,216,177,0,216,0,32.37,553.8,0,0,369.2,28,109
432,216,216,177,0,216,0,32.4,553.8,0,0,369.2,28,103
829,0,0,177,0,216,0,32.39,553.8,0,34.5,369.2,28,113.9
852,0,0,177,0,216,0,32.36,553.8,0,10.8,369.2,28,113.3
863,0,0,177,0,216,0,32.37,553.8,156,0,369.2,28,142.1
647,216,0,177,0,216,0,32.37,553.8,156,0,369.2,28,157.2
647,0,216,177,0,216,0,32.37,553.8,156,0,369.2,28,156
432,216,216,177,0,216,0,32.4,553.8,156,0,369.2,28,154.4
829,0,0,177,0,216,0,32.39,553.8,156,34.5,369.2,28,156
852,0,0,177,0,216,0,32.36,553.8,156,10.8,369.2,28,154.4
900,0,0,163,0,220,0,40,603,156,0,402,7,124.1
900,0,55,163,0,165,0,40,612.6,156,0,408.4,7,115.5
900,0,110,163,0,110,0,40,621.6,156,0,414.4,7,113.5
810,0,90,163,0,220,0,40,601.2,156,0,400.8,7,116
720,0,180,163,0,220,0,40,598.8,156,0,399.2,7,116.5
630,0,270,163,0,220,0,40,596.4,156,0,397.6,7,110
900,0,0,163,0,220,0,40,603,156,0,402,14,132.9
900,0,55,163,0,165,0,40,612.6,156,0,408.4,14,123
900,0,110,163,0,110,0,40,621.6,156,0,414.4,14,122
810,0,90,163,0,220,0,40,601.2,156,0,400.8,14,125.3
720,0,180,163,0,220,0,40,598.8,156,0,399.2,14,125.1
630,0,270,163,0,220,0,40,596.4,156,0,397.6,14,124.5
900,0,0,163,0,220,0,40,603,156,0,402,28,143
900,0,55,163,0,165,0,40,612.6,156,0,408.4,28,138.8
900,0,110,163,0,110,0,40,621.6,156,0,414.4,28,138.2
810,0,90,163,0,220,0,40,601.2,156,0,400.8,28,140.4
720,0,180,163,0,220,0,40,598.8,156,0,399.2,28,132.2
630,0,270,163,0,220,0,40,596.4,156,0,397.6,28,130.6
900,0,0,163,0,220,0,40,603,156,0,402,56,161.6
900,0,55,163,0,165,0,40,612.6,156,0,408.4,56,154.8
900,0,110,163,0,110,0,40,621.6,156,0,414.4,56,152.4
810,0,90,163,0,220,0,40,601.2,156,0,400.8,56,157.2
720,0,180,163,0,220,0,40,598.8,156,0,399.2,56,153.7
630,0,270,163,0,220,0,40,596.4,156,0,397.6,56,151
666.4,35.1,0,164.2,0,210.5,259.6,17.5,492.48,156,0,328.32,28,144.7
631.4,70.1,0,164.2,0,210.5,259.6,17.5,492.48,156,0,328.32,28,159.1
596.3,105.2,0,164.2,0,210.5,259.6,17.5,492.48,156,0,328.32,28,147.4
561.2,140.3,0,164.2,0,210.5,259.6,17.5,492.48,156,0,328.32,28,139.6
526.1,175.4,0,164.2,0,210.5,259.6,17.5,492.48,156,0,328.32,28,130.6
701.5,0,0,164.2,0,210.5,259.6,17.5,492.48,156,0,328.32,28,161.9
666.4,35.1,0,164.2,0,210.5,259.6,17.5,492.48,156,0,328.32,28,170.1
631.4,70.1,0,164.2,0,210.5,259.6,17.5,492.48,156,0,328.32,28,175.9
561.2,140.3,0,164.2,0,210.5,259.6,17.5,492.48,156,0,328.32,28,179.1
620.2,0,164.9,161.9,0,114.2,0,36,766.5,156,0,511,1,91.1
558.1,62,164.9,161.9,0,114.2,0,36,765.96,156,0,510.64,1,77.9
620.2,0,164.9,161.9,0,114.2,0,36,766.5,156,0,511,3,113.8
558.1,62,164.9,161.9,0,114.2,0,36,765.96,156,0,510.64,3,102.7
620.2,0,164.9,161.9,0,114.2,0,36,766.5,156,0,511,7,134.2
558.1,62,164.9,161.9,0,114.2,0,36,765.96,156,0,510.64,7,130.5
496.1,124,164.9,161.9,0,114.2,0,36,765.54,156,0,510.36,7,129.8
434.1,186,164.9,161.9,0,114.2,0,36,765,156,0,510,7,121.7
558.1,62,164.9,161.9,0,114.2,0,36,765.96,156,0,510.64,14,160.5
496.1,124,164.9,161.9,0,114.2,0,36,765.54,156,0,510.36,14,162
434.1,186,164.9,161.9,0,114.2,0,36,765,156,0,510,14,153.9
558.1,62,164.9,161.9,0,114.2,0,36,765.96,156,0,510.64,28,170.7
496.1,124,164.9,161.9,0,114.2,0,36,765.54,156,0,510.36,28,175.8
434.1,186,164.9,161.9,0,114.2,0,36,765,156,0,510,28,168.4
863.2,0,0,177,0,215.8,0,21.6,647.4,0,0,431.6,1,36.1
857.8,0,0,177,0,215.8,0,21.6,647.4,0,5.4,431.6,1,42.2
852.4,0,0,177,0,215.8,0,21.6,647.4,0,10.8,431.6,1,47.7
847,0,0,177,0,215.8,0,21.6,647.4,0,16.2,431.6,1,53.1
841.6,0,0,177,0,215.8,0,21.6,647.4,0,21.6,431.6,1,53.1
863.2,0,0,177,0,215.8,0,21.6,647.4,0,0,431.6,3,75.6
857.8,0,0,177,0,215.8,0,21.6,647.4,0,5.4,431.6,3,81.7
852.4,0,0,177,0,215.8,0,21.6,647.4,0,10.8,431.6,3,85.1
847,0,0,177,0,215.8,0,21.6,647.4,0,16.2,431.6,3,87.8
841.6,0,0,177,0,215.8,0,21.6,647.4,0,21.6,431.6,3,81.7
863.2,0,0,177,0,215.8,0,21.6,647.4,0,0,431.6,7,83.7
857.8,0,0,177,0,215.8,0,21.6,647.4,0,5.4,431.6,7,92.6
852.4,0,0,177,0,215.8,0,21.6,647.4,0,10.8,431.6,7,102.1
847,0,0,177,0,215.8,0,21.6,647.4,0,16.2,431.6,7,105.5
841.6,0,0,177,0,215.8,0,21.6,647.4,0,21.6,431.6,7,102.8
863.2,0,0,177,0,215.8,0,21.6,647.4,0,0,431.6,28,103.5
857.8,0,0,177,0,215.8,0,21.6,647.4,0,5.4,431.6,28,108.3
852.4,0,0,177,0,215.8,0,21.6,647.4,0,10.8,431.6,28,113.7
847,0,0,177,0,215.8,0,21.6,647.4,0,16.2,431.6,28,112.3
841.6,0,0,177,0,215.8,0,21.6,647.4,0,21.6,431.6,28,110.3
863.2,0,0,177,0,215.8,0,21.6,647.4,0,0,431.6,90,119.8
857.8,0,0,177,0,215.8,0,21.6,647.4,0,5.4,431.6,90,128
852.4,0,0,177,0,215.8,0,21.6,647.4,0,10.8,431.6,90,130.7
847,0,0,177,0,215.8,0,21.6,647.4,0,16.2,431.6,90,123.2
841.6,0,0,177,0,215.8,0,21.6,647.4,0,21.6,431.6,90,117.8
750,0,200,182,0,144,0,38,594,0,0,396,3,82.3
675,75,200,182,0,144,0,38,594,0,0,396,3,68.9
600,150,200,182,0,144,0,36,594,0,0,396,3,64.5
525,225,200,182,0,144,0,36,594,0,0,396,3,60.7
450,300,200,182,0,144,0,34,594,0,0,396,3,53
375,375,200,182,0,144,0,30,594,0,0,396,3,48.1
750,0,200,182,0,144,0,38,594,0,0,396,7,100.1
675,75,200,182,0,144,0,38,594,0,0,396,7,90
600,150,200,182,0,144,0,36,594,0,0,396,7,84.3
525,225,200,182,0,144,0,36,594,0,0,396,7,82.3
450,300,200,182,0,144,0,34,594,0,0,396,7,78
375,375,200,182,0,144,0,30,594,0,0,396,7,70.3
750,0,200,182,0,144,0,38,594,0,0,396,28,121.8
675,75,200,182,0,144,0,38,594,0,0,396,28,125.2
600,150,200,182,0,144,0,36,594,0,0,396,28,127.6
525,225,200,182,0,144,0,36,594,0,0,396,28,127.1
450,300,200,182,0,144,0,34,594,0,0,396,28,122.3
375,375,200,182,0,144,0,30,594,0,0,396,28,116
960,0,0,234,0,240,0,45,476.22,0,0,317.48,7,107.6
960,0,0,234,0,240,0,45,472.26,19.5,0,314.84,7,119.3
960,0,0,234,0,240,0,45,468.3,39,0,312.2,7,121.8
960,0,0,234,0,240,0,45,464.28,58.5,0,309.52,7,124.2
960,0,0,234,0,240,0,45,460.32,78,0,306.88,7,126.9
960,0,0,234,0,240,0,45,452.4,117,0,301.6,7,129.2
960,0,0,234,0,240,0,45,444.42,156,0,296.28,7,136.6
960,0,0,234,0,240,0,45,471.84,19.5,0,314.56,7,118.1
960,0,0,234,0,240,0,45,467.52,39,0,311.68,7,120.2
960,0,0,234,0,240,0,45,463.14,58.5,0,308.76,7,122.6
960,0,0,234,0,240,0,45,458.82,78,0,305.88,7,127.4
960,0,0,234,0,240,0,57,432.42,117,0,288.28,7,130
960,0,0,234,0,240,0,57,423.72,156,0,282.48,7,132.4
960,0,0,234,0,240,0,45,476.22,0,0,317.48,28,136.6
960,0,0,234,0,240,0,45,472.26,19.5,0,314.84,28,148.7
960,0,0,234,0,240,0,45,468.3,39,0,312.2,28,150.1
960,0,0,234,0,240,0,45,464.28,58.5,0,309.52,28,152.5
960,0,0,234,0,240,0,45,460.32,78,0,306.88,28,154.8
960,0,0,234,0,240,0,45,452.4,117,0,301.6,28,160.6
960,0,0,234,0,240,0,45,444.42,156,0,296.28,28,162.8
960,0,0,234,0,240,0,45,471.84,19.5,0,314.56,28,144.5
960,0,0,234,0,240,0,45,467.52,39,0,311.68,28,148.6
960,0,0,234,0,240,0,45,463.14,58.5,0,308.76,28,151.8
960,0,0,234,0,240,0,45,458.82,78,0,305.88,28,154.8
960,0,0,234,0,240,0,57,432.42,117,0,288.28,28,156.2
960,0,0,234,0,240,0,57,423.72,156,0,282.48,28,160.1
960,0,0,234,0,240,0,45,476.22,0,0,317.48,56,150.1
960,0,0,234,0,240,0,45,472.26,19.5,0,314.84,56,163.1
960,0,0,234,0,240,0,45,468.3,39,0,312.2,56,166.2
960,0,0,234,0,240,0,45,464.28,58.5,0,309.52,56,167.6
960,0,0,234,0,240,0,45,460.32,78,0,306.88,56,170.7
960,0,0,234,0,240,0,45,452.4,117,0,301.6,56,172.7
960,0,0,234,0,240,0,45,444.42,156,0,296.28,56,173.2
960,0,0,234,0,240,0,45,471.84,19.5,0,314.56,56,160.9
960,0,0,234,0,240,0,45,467.52,39,0,311.68,56,163.3
960,0,0,234,0,240,0,45,463.14,58.5,0,308.76,56,164.7
960,0,0,234,0,240,0,45,458.82,78,0,305.88,56,164.9
960,0,0,234,0,240,0,57,432.42,117,0,288.28,56,165.5
960,0,0,234,0,240,0,57,423.72,156,0,282.48,56,166.7
960,0,0,234,0,240,0,45,476.22,0,0,317.48,90,156.1
960,0,0,234,0,240,0,45,472.26,19.5,0,314.84,90,167.8
960,0,0,234,0,240,0,45,468.3,39,0,312.2,90,169.4
960,0,0,234,0,240,0,45,464.28,58.5,0,309.52,90,170.5
960,0,0,234,0,240,0,45,460.32,78,0,306.88,90,173.6
960,0,0,234,0,240,0,45,452.4,117,0,301.6,90,176.8
960,0,0,234,0,240,0,45,444.42,156,0,296.28,90,180.3
960,0,0,234,0,240,0,45,471.84,19.5,0,314.56,90,165.1
960,0,0,234,0,240,0,45,467.52,39,0,311.68,90,167.7
960,0,0,234,0,240,0,45,463.14,58.5,0,308.76,90,167.9
960,0,0,234,0,240,0,45,458.82,78,0,305.88,90,169.1
960,0,0,234,0,240,0,57,432.42,117,0,288.28,90,170.9
960,0,0,234,0,240,0,57,423.72,156,0,282.48,90,172.5
960,0,0,234,0,240,0,45,476.22,0,0,317.48,180,161.3
960,0,0,234,0,240,0,45,472.26,19.5,0,314.84,180,169.8
960,0,0,234,0,240,0,45,468.3,39,0,312.2,180,170.9
960,0,0,234,0,240,0,45,464.28,58.5,0,309.52,180,172.3
960,0,0,234,0,240,0,45,460.32,78,0,306.88,180,175.2
960,0,0,234,0,240,0,45,452.4,117,0,301.6,180,178.1
960,0,0,234,0,240,0,45,444.42,156,0,296.28,180,182.4
960,0,0,234,0,240,0,45,471.84,19.5,0,314.56,180,167.9
960,0,0,234,0,240,0,45,467.52,39,0,311.68,180,169.1
960,0,0,234,0,240,0,45,463.14,58.5,0,308.76,180,170.3
960,0,0,234,0,240,0,45,458.82,78,0,305.88,180,172.5
960,0,0,234,0,240,0,57,432.42,117,0,288.28,180,174.2
960,0,0,234,0,240,0,57,423.72,156,0,282.48,180,177.2
472,315,0,178,0,262,0,21,629.4,0,0,419.6,7,94.5
472,315,0,178,0,262,0,21,629.4,156,0,419.6,7,115
472,315,0,178,0,262,0,21,629.4,156,0,419.6,7,120.9
472,315,0,178,0,262,0,21,629.4,156,0,419.6,7,108.8
472,315,0,178,0,262,0,21,629.4,0,0,419.6,28,98.3
472,315,0,178,0,262,0,21,629.4,156,0,419.6,28,134.3
472,315,0,178,0,262,0,21,629.4,156,0,419.6,28,143.5
472,315,0,178,0,262,0,21,629.4,156,0,419.6,28,127.6
472,315,0,178,0,262,0,21,629.4,156,0,419.6,28,123.4
472,315,0,178,0,262,0,21,629.4,156,0,419.6,28,120.5
680,0,0,160,0,120,0,9.59,877.2,0,0,584.8,7,63.7
640,0,0,160,0,160,0,9.6,867.84,0,0,578.56,7,57.4
600,0,0,160,0,200,0,9.6,860.4,0,0,573.6,7,60.5
680,0,0,144,0,120,0,9.59,901.68,0,0,601.12,7,68.49
680,0,0,176,0,120,0,9.59,852.72,0,0,568.48,7,55.32
680,0,0,160,0,120,0,11.22,877.2,0,0,584.8,7,63.22
680,0,0,160,0,120,0,8.02,881.28,0,0,587.52,7,58.83
765,0,0,180,0,135,0,10.79,789.48,0,0,526.32,7,66.8
720,0,0,180,0,180,0,10.8,781.92,0,0,521.28,7,69.2
675,0,0,180,0,225,0,10.8,773.55,0,0,515.7,7,64.5
720,0,0,162,0,180,0,10.8,812.16,0,0,541.44,7,72
720,0,0,198,0,180,0,10.8,756,0,0,504,7,64.1
720,0,0,180,0,180,0,12.6,777.6,0,0,518.4,7,70.24
720,0,0,180,0,180,0,9,786.24,0,0,524.16,7,67.61
850,0,0,200,0,150,0,11.99,703.8,0,0,469.2,7,72.3
800,0,0,200,0,200,0,12,696,0,0,464,7,73.1
750,0,0,200,0,250,0,12,684,0,0,456,7,67.6
850,0,0,180,0,150,0,11.99,734.4,0,0,489.6,7,74.63
850,0,0,220,0,150,0,11.99,673.2,0,0,448.8,7,67.61
850,0,0,200,0,150,0,14.03,703.8,0,0,469.2,7,72.88
850,0,0,200,0,150,0,10.03,708.9,0,0,472.6,7,69.37
680,0,0,160,0,120,0,9.59,877.2,0,0,584.8,28,118.7
640,0,0,160,0,160,0,9.6,867.84,0,0,578.56,28,113.2
680,0,0,144,0,120,0,9.59,901.68,0,0,601.12,28,122.93
680,0,0,176,0,120,0,9.59,852.72,0,0,568.48,28,108.88
680,0,0,160,0,120,0,11.22,877.2,0,0,584.8,28,122.05
680,0,0,160,0,120,0,8.02,881.28,0,0,587.52,28,111.51
765,0,0,180,0,135,0,10.79,789.48,0,0,526.32,28,122.6
720,0,0,180,0,180,0,10.8,781.92,0,0,521.28,28,124.2
675,0,0,180,0,225,0,10.8,773.55,0,0,515.7,28,123.4
720,0,0,162,0,180,0,10.8,812.16,0,0,541.44,28,128.2
720,0,0,198,0,180,0,10.8,756,0,0,504,28,122.05
720,0,0,180,0,180,0,12.6,777.6,0,0,518.4,28,127.32
720,0,0,180,0,180,0,9,786.24,0,0,524.16,28,125.56
850,0,0,200,0,150,0,11.99,703.8,0,0,469.2,28,128.1
800,0,0,200,0,200,0,12,696,0,0,464,28,126.6
750,0,0,200,0,250,0,12,684,0,0,456,28,125
850,0,0,180,0,150,0,11.99,734.4,0,0,489.6,28,132.59
850,0,0,220,0,150,0,11.99,673.2,0,0,448.8,28,122.93
850,0,0,200,0,150,0,14.03,703.8,0,0,469.2,28,129.95
850,0,0,200,0,150,0,10.03,708.9,0,0,472.6,28,127.32
729,0,0,182,0,182,0,27,690,156,0,460,28,148
365,365,0,183,0,183,0,17,690,156,0,460,28,151
480,0,206,171,0,171,0,33,690,156,0,460,28,157
480,0,206,171,0,171,0,33,690,156,0,460,28,172
863,0,0,177,0,216,0,21.6,647.4,0,0,431.6,1,35.68
858,0,0,177,0,216,0,21.6,647.4,0,5.4,431.6,1,42.39
852,0,0,177,0,216,0,21.6,647.4,0,10.8,431.6,1,48.2
847,0,0,177,0,216,0,21.6,647.4,0,16.2,431.6,1,53.38
842,0,0,177,0,216,0,21.6,647.4,0,21.6,431.6,1,53.08
863,0,0,177,0,216,0,21.6,647.4,0,0,431.6,3,75.05
858,0,0,177,0,216,0,21.6,647.4,0,5.4,431.6,3,82.07
852,0,0,177,0,216,0,21.6,647.4,0,10.8,431.6,3,85.12
847,0,0,177,0,216,0,21.6,647.4,0,16.2,431.6,3,87.88
842,0,0,177,0,216,0,21.6,647.4,0,21.6,431.6,3,82.09
863,0,0,177,0,216,0,21.6,647.4,0,0,431.6,7,92.48
858,0,0,177,0,216,0,21.6,647.4,0,5.4,431.6,7,92.79
852,0,0,177,0,216,0,21.6,647.4,0,10.8,431.6,7,101.64
847,0,0,177,0,216,0,21.6,647.4,0,16.2,431.6,7,106.22
842,0,0,177,0,216,0,21.6,647.4,0,21.6,431.6,7,103.18
863,0,0,177,0,216,0,21.6,647.4,0,0,431.6,28,103.81
858,0,0,177,0,216,0,21.6,647.4,0,5.4,431.6,28,108.09
852,0,0,177,0,216,0,21.6,647.4,0,10.8,431.6,28,113.58
847,0,0,177,0,216,0,21.6,647.4,0,16.2,431.6,28,112.68
842,0,0,177,0,216,0,21.6,647.4,0,21.6,431.6,28,110.25
863,0,0,177,0,216,0,21.6,647.4,0,0,431.6,28,119.41
858,0,0,177,0,216,0,21.6,647.4,0,5.4,431.6,28,128.26
852,0,0,177,0,216,0,21.6,647.4,0,10.8,431.6,28,129.79
847,0,0,177,0,216,0,21.6,647.4,0,16.2,431.6,28,124
842,0,0,177,0,216,0,21.6,647.4,0,21.6,431.6,28,117.62
1251.2,0,0,201.4,0,291.3,0,28.2,244.68,0,0,163.12,1,82.81
825.8,0,0,201.4,486.2,192.3,0,10.5,266.64,0,0,177.76,1,70.14
575.6,0,0,201.4,772.2,134,0,5.1,273.42,0,0,182.28,1,33.49
325.3,0,0,201.4,1058.2,75.7,0,5.2,273.24,0,0,182.16,1,28.51
1251.2,0,0,201.4,0,291.3,0,28.2,244.68,0,0,163.12,3,112.692
825.8,0,0,201.4,486.2,192.3,0,10.5,266.64,0,0,177.76,3,116.31
325.3,0,0,201.4,1058.2,75.7,0,5.2,273.24,0,0,182.16,3,54.32
1251.2,0,0,201.4,0,291.3,0,28.2,244.68,0,0,163.12,7,124.94
